>>> LOG MONITOREO <<<
> Inicializado. Listo para iniciar la detección.
> Escaneando puertos abiertos para la IP 127.0.0.1...
> Inicializado. Listo para iniciar la detección.
> Inicializado. Listo para iniciar la detección.
> Inicializado. Listo para iniciar la detección.
> Iniciando captura de paquetes en \Device\NPF_{C768BD28-70C7-4517-90D0-AE0C57CCAE5A}...
> Captura de paquetes detenida.
> Inicializado. Listo para iniciar la detección.
> Iniciando captura de paquetes en \Device\NPF_{9BF08E43-32C5-4DA7-9E0F-90A2C78CE542}...
> Captura de paquetes detenida.
> Iniciando captura de paquetes en \Device\NPF_{C768BD28-70C7-4517-90D0-AE0C57CCAE5A}...
"> Paquete capturado - Origen: 192.168.100.12, Destino: 13.107.138.10, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 35.186.224.45, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 35.186.224.45, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 35.186.224.45, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 35.186.224.45, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.134.234, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.134.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.134.234, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
> [!] Error al procesar el paquete: src
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 172.191.76.63, Protocolo: 6"
"> Paquete capturado - Origen: 172.191.76.63, Destino: 192.168.100.12, Protocolo: 6"
> Captura de paquetes detenida.
> Inicializado. Listo para iniciar la detección.
> Iniciando captura de paquetes en \Device\NPF_{C768BD28-70C7-4517-90D0-AE0C57CCAE5A}...
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
"> Paquete capturado - Origen: 162.159.130.234, Destino: 192.168.100.12, Protocolo: 6"
"> Paquete capturado - Origen: 192.168.100.12, Destino: 162.159.130.234, Protocolo: 6"
> Captura de paquetes detenida.

>>> LOG ESCANEO DE PUERTOS <<<
Escaneo de puertos para 127.0.0.1:
Puertos abiertos para 127.0.0.1:
Puerto 135 está abierto
Puerto 445 está abierto
Puerto 902 está abierto
Puerto 912 está abierto
""

>>> LOG AUTENTICACION <<<
Fallo de autenticacion con el usuario 'admin' el día 2025-04-17 17:11:47
Fallo de autenticacion con el usuario 'admin' el día 2025-04-17 17:12:02
Fallo de autenticacion con el usuario 'admin' el día 2025-04-17 17:12:04
Fallo de autenticacion con el usuario 'admin' el día 2025-04-17 17:12:06

>>> LOGS WINDOWS <<<
Failed login from 192.168.0.5
Failed login from 192.168.0.5
Denied access from 192.168.0.5
Failed login from 10.0.0.23
Failed login from 10.0.0.23
Failed login from 10.0.0.23
Denied access from 172.16.0.1
Failed login from 172.16.0.1
Failed login from 172.16.0.1
Failed login from 203.0.113.42
Denied access from 203.0.113.42
Failed login from 203.0.113.42
Denied access from 203.0.113.42
Failed login from 192.0.2.100
Failed login from 192.0.2.100
Failed login from 192.0.2.100
Failed login from 198.51.100.1
Denied access from 198.51.100.1
Failed login from 198.51.100.1
Failed login from 198.51.100.1
Failed login from 10.10.10.10
Failed login from 10.10.10.10
Failed login from 10.10.10.10
Failed login from 10.10.10.10
Denied access from 8.8.8.8
Failed login from 8.8.8.8
Failed login from 8.8.8.8
Failed login from 8.8.8.8
Failed login from 100.100.100.100
Denied access from 100.100.100.100
Failed login from 100.100.100.100
Failed login from 100.100.100.100
Failed login from 123.123.123.123
Failed login from 123.123.123.123
Denied access from 123.123.123.123
Failed login from 123.123.123.123
Failed login from 1.2.3.4
Denied access from 1.2.3.4
Failed login from 1.2.3.4
Failed login from 1.2.3.4
Failed login from 66.66.66.66
Failed login from 66.66.66.66
Denied access from 66.66.66.66
Failed login from 66.66.66.66
Failed login from 77.77.77.77  
Denied access from 77.77.77.77  
Failed login from 77.77.77.77  
""
Failed login from 45.45.45.45  
Failed login from 45.45.45.45  
Denied access from 45.45.45.45  
""
Failed login from 90.90.90.90  
Failed login from 90.90.90.90  
Failed login from 90.90.90.90  
""
Denied access from 33.33.33.33  
Failed login from 33.33.33.33  
Failed login from 33.33.33.33  
""
Failed login from 212.212.212.212  
Denied access from 212.212.212.212  
Failed login from 212.212.212.212  
""
Failed login from 101.101.101.101  
Failed login from 101.101.101.101  
Failed login from 101.101.101.101  
""
Denied access from 176.176.176.176  
Failed login from 176.176.176.176  
Failed login from 176.176.176.176  
""
Failed login from 55.55.55.55  
Failed login from 55.55.55.55  
Denied access from 55.55.55.55  
""
Failed login from 222.222.222.222  
Denied access from 222.222.222.222  
Failed login from 222.222.222.222  
""
Failed login from 99.99.99.99  
Failed login from 99.99.99.99  
Failed login from 99.99.99.99  
""
""
""

>>> LOG SIMULACION <<<
User started process: logkeys
Possible keylogger tool found: xinput
Some suspicious behavior: keyboard hook active
""
""
[â€¼] Posible actividad de keylogger detectada: User started process: logkeys
[â€¼] Posible actividad de keylogger detectada: Possible keylogger tool found: xinput
[â€¼] Posible actividad de keylogger detectada: Some suspicious behavior: keyboard hook active

>>> LOG INCIDENTES <<<
"Fecha,IP,Tipo de Ataque,AcciÃ³n Tomada"
"2025-04-16 02:00:19,192.168.10.10,phishing,usar codigo"
"2025-04-16 15:27:17,192.168.10.10,codigo,no abrir"
"2025-04-16 23:09:13,192.165.19.9,hackeo,borrar todo"

>>> IPS BLOQUEADAS <<<
192.185.10.10
192.168.10.5
192.168.1.100
192.168.1.100
192.168.1.100
10.0.0.45
192.168.0.5
10.0.0.23
172.16.0.1
203.0.113.42
192.0.2.100
198.51.100.1
10.10.10.10
8.8.8.8
100.100.100.100
123.123.123.123
1.2.3.4
66.66.66.66
192.168.0.5
10.0.0.23
172.16.0.1
203.0.113.42
192.0.2.100
198.51.100.1
10.10.10.10
8.8.8.8
100.100.100.100
123.123.123.123
1.2.3.4
66.66.66.66
77.77.77.77
45.45.45.45
90.90.90.90
33.33.33.33
212.212.212.212
101.101.101.101
176.176.176.176
55.55.55.55
222.222.222.222
99.99.99.99
192.168.0.5
10.0.0.23
172.16.0.1
203.0.113.42
192.0.2.100
198.51.100.1
10.10.10.10
8.8.8.8
100.100.100.100
123.123.123.123
1.2.3.4
66.66.66.66
77.77.77.77
45.45.45.45
90.90.90.90
33.33.33.33
212.212.212.212
101.101.101.101
176.176.176.176
55.55.55.55
222.222.222.222
99.99.99.99

